Date,RiskFree,AAPL,MSFT,AMZN,JPM,JNJ,XOM,PG,CAT,KO,WMT
31-Mar-2016,9.73750820396191e-07,0.249998468291267,0.249998599785589,0.249999239747462,3.37043208871673e-07,0.249973687073093,5.08573416565201e-07,7.44236229189568e-07,3.56261757739918e-07,8.04685524941236e-07,7.79586442110479e-07
30-Apr-2016,5.73427398914457e-08,0.249904991067324,0.249997389271342,0.249999903624397,3.75586502755842e-07,0.249998478459882,1.1094718864219e-07,1.7878889884527e-07,7.67291818989331e-08,1.73415787749994e-07,1.7359553013846e-07
31-May-2016,1.39243928432016e-07,0.249999804882478,0.249999848910125,0.249999942496993,8.09174527791496e-07,0.24997519151485,1.11410195291202e-07,1.76773909323691e-07,6.21707419741453e-08,2.2026326553528e-07,2.30837455023696e-07
30-Jun-2016,2.51454125469587e-07,0.249975979411561,0.24998549357267,0.249999354692186,1.83583956857977e-06,0.24999373791845,6.44272781823208e-07,8.93732963197822e-07,3.9586649555177e-07,8.0471956125351e-07,9.21891331737005e-07
31-Jul-2016,7.32252511537077e-08,0.249997194263837,0.249999204664593,0.24999976322986,8.45204545029921e-07,0.249977214452553,1.91447345358329e-07,3.33204342751311e-07,1.4687476574601e-07,2.47094447556002e-07,3.34146572950278e-07
31-Aug-2016,1.1543469322962e-07,0.249999441069298,0.249999818140794,0.249999940159157,0.011159998768106,0.23881775665774,9.61394312828553e-08,1.57906748163779e-07,6.81953953272168e-08,1.03837906017193e-07,1.52292201948267e-07
30-Sep-2016,1.25137941701814e-07,0.249997000556443,0.249997388751708,0.249999899136829,0.249506523212417,3.64287430495001e-06,1.12577555525372e-07,1.67191881924261e-07,1.27787841707026e-07,1.20333688742771e-07,1.63454919288998e-07
31-Oct-2016,1.70197146707528e-07,0.249962351990849,0.249999587671258,0.249999828124191,0.249999309185857,3.22533509045135e-06,1.83183871229543e-07,3.73606955016776e-07,1.46318804254431e-07,2.56238286991415e-07,3.00654645081518e-07
30-Nov-2016,4.3280038019793e-07,0.249934639796729,0.249998194319034,0.249999617495524,0.249999404793495,1.21375019149868e-06,2.95014419947587e-07,3.91879313904048e-07,2.72985953390867e-07,3.45090186791659e-07,3.64065910571328e-07
31-Dec-2016,2.51176880355029e-07,0.249981408264559,0.249993924959446,0.249999443211804,0.249998581144099,9.1226916948428e-07,4.63031189993873e-07,6.92403744744266e-07,4.81192873994201e-07,5.4886732500864e-07,6.06014607845878e-07
31-Jan-2017,2.25889188753275e-07,0.249975336083138,0.249995505588374,0.249999827744149,0.24999788127278,1.1733077690151e-06,2.04324788566807e-07,4.47725595780919e-07,1.84147898819988e-07,2.99294180978603e-07,2.67736572090423e-07
28-Feb-2017,1.57181902717319e-08,0.249959589573841,0.249992635501788,0.249999805993727,0.249999486273337,3.4914282629679e-06,2.26488231919334e-07,5.08726370609784e-07,2.08833169528203e-07,3.51115580758201e-07,3.93445994062742e-07
31-Mar-2017,1.37336240370929e-07,0.162505443566,0.249999905537995,0.249999963329492,0.249999077790189,0.0872935583316414,5.14609015877816e-08,1.25559495204222e-07,4.84780829557495e-08,7.51664154345884e-08,9.06651080370853e-08
30-Apr-2017,1.7934630645872e-08,0.159499362784166,0.24999996584706,0.249999991709526,0.249999861428641,0.0904784951047921,1.11137284543461e-08,2.82769348734084e-08,1.35923259113337e-08,1.53973742569133e-08,2.39407725327519e-08
31-May-2017,4.79468194831581e-07,0.15776799976589,0.249996796742843,0.249999735421877,0.249997884741824,0.0921938565374309,3.74342311786935e-07,8.80179901760678e-07,6.11135483408506e-07,5.19671448741917e-07,6.07405448339154e-07
30-Jun-2017,5.64272208303385e-08,0.146954235828122,0.249999478479512,0.249999942375663,0.249999884200594,0.102996100547139,6.19009749088888e-08,2.2035230071473e-07,1.52088650212018e-07,9.03855422388088e-08,9.89578540225527e-08
31-Jul-2017,1.25280668831445e-07,0.147844738905354,0.249999791945135,0.249999899955409,0.249999712763722,0.102140797712692,1.00684391092348e-07,3.41154937513751e-07,3.38316868551525e-07,1.45848474456105e-07,1.55520646560756e-07
31-Aug-2017,3.68222930325567e-08,0.149496950001904,0.249999946359089,0.249999975704785,0.249999893967824,0.100474533863793,2.01254490798481e-08,6.81041417477938e-08,7.90970150711691e-08,3.54907014967004e-08,3.39653701872257e-08
30-Sep-2017,4.17500721122503e-08,0.0931160167435999,0.249999990878442,0.249999956543052,0.249999926440013,0.156760247819638,3.99943259809355e-08,9.13892478314138e-08,2.03425754207105e-07,6.62150388790092e-08,5.37846059644522e-08
31-Oct-2017,5.87315318279301e-08,0.0973948006326281,0.249999955857862,0.249999977193502,0.24999986987956,0.152576381571775,2.88028936950682e-08,5.60945446335918e-08,2.22001651695766e-07,4.82155922705098e-08,4.96018066459911e-08
30-Nov-2017,5.22094368732535e-08,0.10144858278099,0.249999953655318,0.24999997782699,0.249999937749268,0.148532871302275,2.66404441309185e-08,5.10294572108426e-08,2.15830882721624e-07,3.82181837777872e-08,6.32579035251996e-08
31-Dec-2017,1.17966838818624e-07,0.163407245317193,0.249999901518588,0.249999923422197,0.249999764806995,0.0864569745408403,6.44226376487974e-08,1.22242751163451e-07,4.29082088428692e-07,9.29802597666906e-08,1.56187966341374e-07
31-Jan-2018,1.28558531766678e-08,0.249999004400392,0.249999965606695,0.249999980556442,0.249784232829281,1.13121830383604e-07,1.93441680125059e-08,2.61509859066526e-08,6.85945821739337e-08,2.73753416814652e-08,5.2146570191845e-08
28-Feb-2018,3.87990876313028e-08,0.249999816163478,0.249999879441225,0.249999961838422,0.249970470080901,5.8028323653316e-08,2.75407013333355e-08,3.33083554944669e-08,5.74441319106514e-08,3.59899328857226e-08,4.2452539125109e-08
31-Mar-2018,3.18874544548885e-07,0.249997762345297,0.249999533944913,0.249999759702197,0.249991211093791,4.44977358892728e-07,1.94161813986276e-07,2.50526480730809e-07,3.93376536127974e-07,2.4314456895577e-07,3.37033277295484e-07
30-Apr-2018,3.8775819271109e-07,0.249997074702418,0.249998873412468,0.249999578687746,0.249969117651794,7.57007423190965e-07,3.71315176883746e-07,4.35693035647807e-07,1.02212838253415e-06,4.31159147250956e-07,6.42964015813184e-07
31-May-2018,1.31091726439037e-07,0.249999502056369,0.249999507494928,0.249999764510304,0.249953371462928,7.74631867751929e-07,3.24619672451002e-07,3.48890578041256e-07,4.53951456459456e-06,4.0594446276397e-07,4.59772296303804e-07
30-Jun-2018,4.12395211618236e-07,0.24999949994439,0.249999122480225,0.24999977631975,0.24997393967591,8.66329310377554e-07,3.41969564453107e-07,4.27508089637819e-07,3.61604419386677e-06,4.34253085593453e-07,6.24185318603073e-07
31-Jul-2018,1.8532482772106e-07,0.249998889382724,0.249999726842041,0.249999832743315,0.249973791662406,2.23001802393598e-07,1.13155676471237e-07,1.39160743438279e-07,6.04847337335006e-07,1.54762194530509e-07,1.81713326326608e-07
31-Aug-2018,6.13384240235681e-08,0.249999903131075,0.249999852312857,0.249999970034054,0.24993776329188,6.2650751515345e-08,3.17566869911483e-08,3.79520576871412e-08,9.79751110448896e-08,4.06371622116768e-08,5.52059264599862e-08
30-Sep-2018,4.52670565819423e-07,0.249999639370924,0.249999747154375,0.24999985974092,0.24998708905774,5.22780908069364e-07,2.05560189236322e-07,2.34954061328728e-07,1.23562024729557e-06,2.75034359061455e-07,3.08813086259185e-07
31-Oct-2018,6.79347053283797e-08,0.249999321829116,0.249999452048859,0.249999702044902,0.249934814263892,1.85566601978811e-07,1.01830079356727e-07,1.23432701108105e-07,1.56738350261e-07,1.38386738368395e-07,1.32861683968025e-07
30-Nov-2018,2.83538083490598e-07,0.249954410520735,0.249999342581829,0.249999699185425,0.249959187215924,5.71297344062497e-07,2.3563468746396e-07,3.47191078501647e-07,8.26590264084613e-07,3.79975637442774e-07,4.17636456290409e-07
31-Dec-2018,1.67883095866634e-07,0.249999482729405,0.249999864897655,0.249999887319816,0.249984691577605,4.43992981355885e-07,9.49084987267346e-08,2.3502050013991e-07,8.56869007633134e-07,2.27787903376621e-07,2.63382199577782e-07
31-Jan-2019,5.85240037016696e-08,0.249999600356512,0.24999983149377,0.249999945876619,0.249967015829198,2.18927836467475e-07,6.44653267814584e-08,1.15876596471691e-07,2.45054109967135e-07,1.11965871096663e-07,1.23583211939183e-07
28-Feb-2019,4.69821432667515e-07,0.249998836660679,0.249999532179962,0.249999600226819,0.249955880273341,1.60267396200206e-06,5.45096526335633e-07,9.44665959598346e-07,1.47934400484618e-06,7.68638454167961e-07,1.12794591733606e-06
31-Mar-2019,7.63546519660192e-08,0.24999982757444,0.24999987075625,0.249999931962266,0.249958893971518,5.61966587085707e-07,1.26442853907164e-07,4.21012949844874e-07,8.55808516544476e-07,2.81508703050459e-07,3.93960176868743e-07
30-Apr-2019,1.15596470120936e-07,0.249981165943822,0.249999579722703,0.249999714725012,0.249990497239864,1.4244599151466e-07,1.11402004032832e-07,1.01245331709729e-07,1.29339622151155e-07,1.10724427641726e-07,1.11276847005588e-07
31-May-2019,5.82486579572198e-08,0.249983770393102,0.249999895876712,0.2499999475745,0.249992961814089,1.30196153549343e-07,6.0932272539524e-08,1.09569917843168e-07,1.10578750203527e-07,1.0501119735665e-07,1.37933185682879e-07
30-Jun-2019,1.28133330632937e-07,0.249999301095037,0.249999698691151,0.249999867677785,0.24997794056602,2.94841761648585e-07,1.50266347474876e-07,2.70506390423482e-07,2.7487583778484e-07,2.3405721590901e-07,3.3362733269621e-07
31-Jul-2019,1.02663107445954e-07,0.249998104971481,0.249999560536663,0.249999900905031,0.249973007576901,1.07209557179891e-07,7.07519663252447e-08,1.12267244302332e-07,1.11764576423882e-07,1.09078516530724e-07,1.13609866985079e-07
31-Aug-2019,1.05699707892422e-07,0.249999295016191,0.249999775282005,0.249999866893617,0.249973504677986,2.65084396211586e-07,1.37020848093631e-07,3.70439599181993e-07,2.15141993374655e-07,2.92627187694869e-07,4.8121711529573e-07
30-Sep-2019,1.20761498950097e-07,0.249998783593246,0.249999387570842,0.249999874079137,0.249962431333726,1.50650775574197e-07,1.04479188895497e-07,1.91679725637878e-07,1.65007685466962e-07,1.5494720845576e-07,2.21079790741252e-07
31-Oct-2019,1.1925540481428e-07,0.249998079603907,0.249999185303899,0.249999863415334,0.249972295976612,1.20172024398979e-07,8.34716977498115e-08,1.18587951519694e-07,1.30864070858421e-07,1.2128394451967e-07,1.29436258962123e-07
30-Nov-2019,4.18649057551192e-08,0.249988722754096,0.249999710278452,0.249999883161598,0.249993268102427,6.61361437831325e-08,4.79278660748834e-08,6.51142359048675e-08,9.16231664192002e-08,5.89143172589893e-08,6.87274326352884e-08
31-Dec-2019,1.03988819762582e-07,0.249998529927229,0.249999193834081,0.249999783345439,0.249980219743342,2.00685317067056e-07,1.25638635109034e-07,1.57890795177204e-07,2.62073875985441e-07,1.65752100013668e-07,1.70266415113315e-07
31-Jan-2020,4.15775549960055e-08,0.24999912792978,0.249999881079426,0.249999919724549,0.249958362876522,5.09916842976578e-08,4.03957192435677e-08,4.40876395038541e-08,8.39596983830673e-08,4.58867405181889e-08,4.44392346950243e-08
29-Feb-2020,5.19777667574427e-08,0.249998822015166,0.249999943502569,0.249999959413167,0.249965425608466,4.96647780185563e-08,2.61169239368559e-08,4.87395078883701e-08,1.04729375245868e-07,4.928983700958e-08,4.99074848421068e-08
31-Mar-2020,8.99018994312821e-09,0.249999990517425,0.249999995801812,0.249999996744441,0.208745264866768,2.9474028693774e-08,3.96012606743055e-09,5.49986999068145e-08,0.0411721417710206,1.50514896785374e-08,7.03819630712404e-08
30-Apr-2020,1.10742180155877e-07,0.249999741990187,0.249999908489797,0.249999950530327,0.194036720560831,1.10201022139196e-06,6.1804527342291e-08,2.05175420744356e-06,0.036038535058288,2.26676401354415e-07,0.0198728603242201
31-May-2020,3.66883943358113e-07,0.24999978134856,0.249999844388729,0.249999915255414,0.0952091250572789,9.79086841899054e-07,1.11158211291693e-07,1.74909654947469e-06,0.0361404984835794,3.03999769956214e-07,0.11842759130757
30-Jun-2020,4.72494491051161e-08,0.24999986391137,0.249999920892148,0.249999937911617,4.78096925888554e-07,6.15842902621554e-07,8.21189896154185e-08,1.7200870683083e-06,0.034872206453934,2.55004946084521e-07,0.214904374650784
31-Jul-2020,5.23909223609179e-07,0.249999687216227,0.24999974062168,0.249999822964425,1.22766541883422e-06,1.00726552199031e-06,2.03462956868247e-07,6.85361482207511e-06,0.0386763069229967,5.33806921951129e-07,0.21126209478248
31-Aug-2020,3.44757112388473e-07,0.249999704325855,0.249999773489125,0.249999846046252,9.09011968193198e-07,7.38381796139532e-07,1.68774301534303e-07,6.63492748909879e-06,0.0369347813914976,3.75364188851967e-07,0.213014335086428
30-Sep-2020,6.5071110502768e-07,0.24999884821955,0.249999246299785,0.249999513489212,1.30216693107877e-06,1.03329019723539e-06,3.112132997227e-07,2.77929896498417e-06,0.070518791114102,6.60779595828818e-07,0.17937843672014
31-Oct-2020,2.69235285534718e-07,0.249999407186811,0.249999468991732,0.249999722243514,3.65615991854848e-07,2.22086527410631e-07,9.04899436263297e-08,5.29494417314317e-07,0.0664598390057713,1.76638442794595e-07,0.18351865839882
30-Nov-2020,4.57101421603517e-08,0.249999910848844,0.249999821412396,0.249999922943946,1.03380427155366e-07,3.99873704571647e-08,2.2050544909814e-08,8.85278081053721e-08,0.0682886487069388,3.11145142439494e-08,0.181689438783041
31-Dec-2020,1.07103020708043e-07,0.249999888588291,0.249999604027257,0.249999779808458,3.56567537621619e-07,1.45991339189813e-07,6.85394295485918e-08,2.1596652929558e-07,0.249629143693146,1.14960376659375e-07,3.43752146026725e-06
31-Jan-2021,2.90919019293395e-07,0.24999941885201,0.249998684735309,0.249999068931467,2.96769460737258e-07,1.8925078120477e-07,1.31137780802949e-07,1.92517819314236e-07,0.249983301607677,1.53651537916246e-07,2.57670025285853e-07
28-Feb-2021,8.53245896130929e-09,0.249999947738704,0.249999918000617,0.249999948552698,1.25369890981189e-07,2.26070828542409e-08,1.32009517961096e-08,2.45534610903978e-08,0.249919648944777,1.75527211165379e-08,3.57590807829407e-08
31-Mar-2021,5.410721547012e-07,0.249997462877202,0.249993824819064,0.249998185669583,8.01875461122335e-07,3.88453096216809e-07,3.18932485264333e-07,4.39573733939807e-07,0.249982745384647,3.05353266827444e-07,5.9919074242756e-07
30-Apr-2021,8.74194351224233e-08,0.249999895083258,0.249999822594757,0.249999831375216,2.98521685747648e-07,7.45975659111232e-08,5.39913537150103e-08,9.20084084245473e-08,0.249964188978575,6.5590356554574e-08,1.24707330903512e-07
31-May-2021,2.16269059267241e-07,0.249998196301973,0.24999772128125,0.249976564078578,1.1995891432372e-06,2.46224237849503e-07,1.91855551915844e-07,2.87350437644063e-07,0.249981419123429,2.15397370062151e-07,3.83311951018477e-07
30-Jun-2021,8.17028200233795e-08,0.249999900803854,0.249999877248651,0.249999833372258,4.44614772451546e-07,8.70654804564192e-08,5.32461466721083e-08,1.18201501839224e-07,0.24993400853566,8.09076248108728e-08,1.64139832458591e-07
31-Jul-2021,1.99512472041242e-07,0.249999886011218,0.249999858954284,0.249999738578928,2.4457299976029e-06,1.55628274380485e-07,8.18818802445114e-08,2.52632220101348e-07,0.249948691173147,1.59541212042185e-07,3.82430846952398e-07
31-Aug-2021,6.86364604128277e-08,0.249999818626015,0.249999750207835,0.24999966966114,2.57801572149686e-06,2.63991115319139e-07,1.45261371646843e-07,3.6002997324217e-07,0.249985849970662,2.43378999946238e-07,6.7082370726829e-07
30-Sep-2021,2.6143594069919e-07,0.249999779934131,0.249999702377722,0.249999531188401,0.119617529436344,3.20960213648922e-07,2.11912297974502e-07,4.56630716633344e-07,0.130141598360615,2.98185991263952e-07,7.89570399721813e-07
31-Oct-2021,4.57795778878034e-07,0.249999688209281,0.249999674078745,0.249999345381617,0.115878807316461,4.18968326996378e-07,3.5589410646131e-07,6.87222833275368e-07,0.134073218565737,4.09645499212734e-07,2.0188534567427e-06
30-Nov-2021,1.20291615651648e-07,0.249999947919342,0.249999917824254,0.249999914510109,0.106073058361818,1.70778511769913e-07,8.92423874922498e-08,6.16632896446649e-07,0.143873582451792,1.64184334660267e-07,2.35527483010131e-06
31-Dec-2021,2.12575911591238e-07,0.249999884583665,0.24999979435759,0.249999728210049,1.39793827973185e-06,3.02325488028436e-07,1.50186437455488e-07,1.19511243830811e-06,0.249761500027477,3.22325074104564e-07,1.89927746345727e-06
31-Jan-2022,4.36404125700996e-07,0.249999760246421,0.249999578622661,0.249998910042728,6.35002751778827e-07,3.81269433876856e-07,2.54768911788508e-07,6.84893525150983e-07,0.249960693794049,4.06291996221925e-07,8.62141780037242e-07
28-Feb-2022,1.9141129171435e-07,0.249999822002753,0.249999798748187,0.249999736790309,6.88508460625066e-07,3.32290867714828e-07,2.90823917667016e-07,1.11511133542386e-06,0.249965275579687,5.80259083478404e-07,1.022426698543e-06
31-Mar-2022,1.00871973639719e-07,0.249999881787193,0.249999793998842,0.249999334051489,1.10498793934909e-07,7.58933551550998e-08,9.96793492422547e-08,1.11277686233016e-07,0.249952690127443,8.56280034115487e-08,1.32838261265381e-07
30-Apr-2022,6.27776372152988e-07,0.249999511802682,0.249999386433608,0.249947403320431,6.32497229999433e-07,6.65391885490318e-07,5.83901970943328e-07,1.28544951038517e-06,0.249981592841667,8.41610075878497e-07,1.29627206700336e-06
31-May-2022,2.02829363303822e-07,0.249999853041692,0.249999860565777,0.249974979819952,3.769030680008e-07,1.88022901781931e-07,3.47567446494703e-07,4.77767173345377e-07,0.249999041548281,2.33339907317629e-07,3.25858261694095e-07
30-Jun-2022,6.51604277510699e-08,0.249999971665552,0.249999969383332,0.249999741955815,1.01773515702377e-07,1.20621996338967e-07,1.81417876837327e-07,0.0182930387954055,0.231663535550178,2.94219133273607e-07,6.02092420301605e-07
31-Jul-2022,9.48173001641551e-08,0.249999975089904,0.249999963061977,0.249999936747696,8.76832956933708e-08,9.16839792403755e-08,4.47309672787239e-07,0.0152728433997625,0.23466988211875,2.26219722236628e-07,6.58428498193518e-07
31-Aug-2022,1.47535677540485e-07,0.249999956064441,0.249999933578006,0.249999870236307,1.94717274330755e-07,1.46017429892288e-07,6.90099955189713e-06,0.0160627236824415,0.23156662468387,4.32959205095039e-07,0.0023500443841624
30-Sep-2022,6.42336168258613e-07,0.24999971626097,0.249999600922895,0.249999472794976,1.02035400413456e-06,1.26015938764353e-06,8.18481287582934e-06,0.0165354221226074,0.0126217720093461,1.80899782066557e-06,0.220389942694187
31-Oct-2022,1.48236659610522e-07,0.249999915809387,0.249999686237462,0.220121477687293,4.44319535331755e-07,2.89165688749647e-07,0.0742297150731797,0.0172359659279196,0.0162854581668808,4.45339390188116e-07,0.171961843784874
30-Nov-2022,2.63105164978629e-07,0.249999866322035,0.249999797768037,0.0660183537643057,7.72426761732626e-07,4.40263603146502e-07,0.0796704823226573,0.0187106441991756,0.210777656920277,1.00523845391863e-06,0.124395027254389
31-Dec-2022,2.14100750931818e-07,0.249999880150831,0.249999917954997,1.18019142065735e-06,3.83611823614996e-07,3.05817519832587e-07,0.105825385024511,0.166472505633011,0.227328558250599,7.93838421551511e-07,1.47432511378784e-06
31-Jan-2023,2.85435971180492e-07,0.249999905902468,0.249999666579851,7.42050693535206e-07,5.29541172890123e-07,3.55168855613402e-07,0.11566436056019,0.154150157909863,0.230151424455614,6.84336876391322e-07,6.30341179694794e-07
28-Feb-2023,2.90260453304139e-07,0.249999940763202,0.249999898132069,1.29437940862182e-07,1.67501275407718e-07,1.18350347224654e-07,0.158919891462535,0.151056215404872,0.189928673961227,2.76038652242987e-07,4.56300188353571e-07
31-Mar-2023,1.13968432488932e-06,0.249999704406699,0.249999442789851,1.08807957568183e-06,9.56786569686709e-07,7.19457326043044e-07,0.147967336549964,0.249545700720034,0.102285306037621,1.45398821287576e-06,2.34328848411653e-06
30-Apr-2023,2.77751323379314e-07,0.24999986733192,0.249999788721062,3.42419795565912e-07,4.49320704162037e-07,3.25519204587046e-07,0.244733126354398,0.249999659545054,0.0050713492289725,7.32005033046789e-07,1.7349635660704e-06
31-May-2023,1.98832533457e-07,0.249999953734199,0.249999938152936,4.10892219298385e-07,2.51782222440204e-07,1.77562048779175e-07,0.218606845018621,0.249999680288203,2.43063739753566e-06,3.68390275055542e-07,0.0312943486616344
30-Jun-2023,1.77646037795894e-07,0.249999942204933,0.249999869480054,2.88369459431678e-07,3.35605075072072e-07,1.91433391186535e-07,0.0496082716643074,0.249999828343559,0.168508087402537,2.29321340297982e-07,0.0315336389346038
31-Jul-2023,9.5753641443042e-08,0.24999996944672,0.249999935096876,1.10484781231581e-07,1.27298887751679e-07,6.35681913788068e-08,0.0483383989803712,0.249999796287009,0.201589839546528,8.36822017298566e-08,2.10488271875978e-06
31-Aug-2023,2.5317910301253e-07,0.249999815130622,0.249999619486102,1.88682075247541e-07,2.23084374401563e-07,1.47992536476358e-07,0.00190199092019571,0.248004629972208,0.249994555331871,2.09857617658392e-07,4.59225412889983e-07
30-Sep-2023,2.20970188209016e-07,0.249999462444165,0.249999455716439,6.85418872531348e-07,1.1579043267001e-06,5.39195924891881e-07,0.00270245440827415,0.247273287653791,0.249998493424461,7.11803736177972e-07,3.02154894483591e-06
31-Oct-2023,5.4611856395218e-07,0.24999959816811,0.24999966807289,1.7238486123284e-06,8.21250177424518e-07,3.39423332119779e-07,0.00248412013275534,0.247440234286412,0.249994180946613,4.6437514940925e-07,1.28861141851871e-06
30-Nov-2023,2.98556882391385e-07,0.249999941090528,0.249999911766106,3.84171679194316e-06,8.06035938423476e-07,1.31176306939926e-07,0.018120733753476,0.231841752616589,0.249999706018296,1.85467872693196e-07,8.57193610221107e-07
31-Dec-2023,1.73334397214608e-07,0.24999995036999,0.249999903365776,0.113461425463514,7.51689328956014e-06,1.24716184540566e-07,0.136029934516153,3.69460437087012e-06,0.249999879695423,1.48471191718604e-07,6.58903939314069e-07
31-Jan-2024,7.62606279515307e-07,0.249999805371476,0.249999790439239,0.112100396997432,6.05769400160578e-06,3.62085294800872e-07,0.137860453862061,2.37634616141576e-06,0.249999555393049,4.49453763219403e-07,1.89802999256511e-06
29-Feb-2024,9.66661750733332e-07,0.24999967842677,0.249999543017604,0.1608784131821,1.51075556368706e-05,4.86690431468182e-07,0.088982187438205,2.02709622809767e-06,0.249999448541412,7.40112544425139e-07,2.79256351379011e-06
31-Mar-2024,2.20557584610748e-07,0.249999755450097,0.249999791311755,0.136346334439435,0.0173977456578469,1.53142308463453e-07,0.0961747771650236,4.8258898661341e-07,0.249999818008087,2.34041173059724e-07,1.1154796071985e-06
30-Apr-2024,8.39370995068744e-07,0.24999981561798,0.24999968319356,0.109585465728972,0.0175263905815788,2.05169989702981e-07,0.122807844259449,8.68070537195096e-07,0.24999958827922,3.74328374741825e-07,1.61482927792196e-06
31-May-2024,1.40375308176854e-07,0.249999928005017,0.249999875709135,0.0839306639518774,0.0175671456527346,1.1200498720582e-07,0.148416597250384,3.18849869611427e-07,0.249999828106836,1.49979846757568e-07,9.97249415618952e-07
30-Jun-2024,5.20043151539479e-08,0.249999966657615,0.249999934947952,0.0887640336116793,0.0167946738648064,6.84165712613755e-08,0.144399389444496,2.45131588722776e-07,0.249999898797301,1.02747305555253e-07,1.55682564514876e-06
31-Jul-2024,1.0163692959471e-07,0.249999947988104,0.249999843724657,0.0849580940119695,0.017576346219027,1.26070322600684e-07,0.147426517167771,1.71870074713844e-07,0.249999905338116,1.41957938111595e-07,1.15029947165631e-06
31-Aug-2024,5.73732655398986e-07,0.249999778652492,0.24999932535656,0.062138404343568,0.0183491368701277,3.71360846421817e-07,0.169454925998487,4.9326046265498e-07,0.249999652149506,4.14912170990346e-07,3.18387817487936e-06
30-Sep-2024,6.64712608377131e-08,0.249999935901543,0.249999866391993,0.0625320140736079,0.0165900494997884,1.09422729150797e-07,0.170844397840362,1.48353446668278e-07,0.249999917391487,1.28075691960495e-07,3.974671999744e-06
31-Oct-2024,1.49025724300633e-07,0.249999861838997,0.249999683093374,0.0644809112696903,5.48951961696231e-06,1.29271764083934e-07,0.1854727033159,1.57219461882805e-07,0.249999756502018,1.29357059823157e-07,4.8404590617595e-06
