Modelo,RiquezaFinal,CAGR,MaxDrawdown,TurnoverTotal,NeffMedio,ViolacionesDelta
eta=0.00,8.63317075726887,0.216483979132252,0.263955615714268,13.4545950528323,4.24070475392365,0
eta=0.05,7.04152794163079,0.194154797926095,0.281056450177244,11.6115806433972,4.81110333428554,0
eta=0.15,3.48990002798435,0.120331727153723,0.220854338732704,8.64242481056684,6.62936973263136,0
eta=0.30,1.26120278281043,0.0213210086860798,0.0190475938659365,0.802761363665793,5.43055340902501,0
Nominal,8.63317075726887,0.216483979132252,0.263955615714268,13.4545950528323,4.24070475392365,0
