Date,AAPL,MSFT,AMZN,JPM,JNJ,XOM,PG,CAT,KO,WMT
2016-01-31,21.887563705444336,48.02352523803711,29.350000381469727,45.06368637084961,78.30664825439453,49.56793594360352,61.22699737548828,49.02490615844727,30.930702209472656,18.363426208496094
2016-02-29,21.8593864440918,44.6719970703125,27.625999450683597,42.64009475708008,79.45567321777344,51.49554443359375,60.17769241333008,53.32562255859375,31.082054138183597,18.35788917541504
2016-03-31,24.6401309967041,48.49123764038086,29.68199920654297,44.85163497924805,81.71372985839844,53.70570373535156,61.691680908203125,60.28868103027344,33.69212341308594,19.093156814575195
2016-04-30,21.192459106445312,43.78522872924805,32.97949981689453,48.22035598754883,84.64396667480469,56.796085357666016,60.54217529296875,61.815059661865234,32.53733825683594,18.641550064086918
2016-05-31,22.7135009765625,46.85880661010742,36.13949966430664,49.79971694946289,85.7122573852539,57.67512130737305,61.23735809326172,57.67122650146485,32.39208221435547,19.876012802124023
2016-06-30,21.74455070495605,45.24085998535156,35.78099822998047,47.41160202026367,92.26104736328124,60.73315048217773,63.98036193847656,60.2959098815918,33.17473602294922,20.505037307739254
2016-07-31,23.702926635742188,50.11240005493164,37.94049835205078,49.18780517578125,95.25019073486328,57.629764556884766,65.182373046875,66.4577407836914,31.930587768554688,20.491003036499023
2016-08-31,24.2635440826416,51.1186408996582,38.45800018310547,51.902076721191406,91.37580871582033,56.93853378295898,66.49226379394531,65.80729675292969,31.78421401977539,20.198686599731445
2016-09-30,25.852916717529297,51.243194580078125,41.865501403808594,51.20237350463867,90.44932556152344,57.02999114990234,68.35047912597656,71.28389739990234,31.22490692138672,20.390945434570312
2016-10-31,25.96497344970703,53.307159423828125,39.49100112915039,53.64250183105469,88.81078338623047,54.44247817993164,66.61424255371094,67.61145782470703,31.283933639526367,19.797203063964844
2016-11-30,25.40410041809082,53.971805572509766,37.52849960327149,62.09239196777344,85.80865478515625,57.54816818237305,63.28351211547852,77.41373443603516,30.023067474365234,19.91312789916992
2016-12-31,26.62235641479492,55.65561294555664,37.493499755859375,66.8324203491211,88.82315826416016,59.4993896484375,64.52678680419922,75.1292495727539,30.84899139404297,19.68261337280273
2017-01-31,27.893482208251957,57.90368270874024,41.17399978637695,65.90939331054688,87.31205749511719,55.3003044128418,67.76100158691406,78.13775634765625,30.930831909179688,19.004880905151367
2017-02-28,31.62500762939453,57.65101623535156,42.25199890136719,70.57440185546875,94.84337615966795,54.09634399414063,70.44511413574219,78.95458221435547,31.22101593017578,20.198017120361328
2017-03-31,33.16482162475586,59.34504699707031,44.32699966430664,68.40933227539062,96.6593780517578,54.55533981323242,69.50142669677734,75.76895141601562,31.85688591003418,20.676424026489254
2017-04-30,33.16251373291016,61.6878547668457,46.2495002746582,68.14447021484375,95.82121276855467,54.31586837768555,68.06939697265625,84.2226333618164,32.38984680175781,21.56566619873047
2017-05-31,35.41117858886719,63.29207992553711,49.73099899291992,64.3456039428711,100.19084930419922,54.05653381347656,68.66175842285156,86.83351135253906,34.131317138671875,22.69758415222168
2017-06-30,33.38516616821289,62.467376708984375,48.400001525878906,71.5908432006836,103.3469467163086,54.21099472045898,67.92909240722656,88.50542449951172,33.9429817199707,21.854366302490234
2017-07-31,34.47698211669922,65.8839111328125,49.38899993896485,72.2996826171875,103.68289947509766,53.747657775878906,71.34505462646484,94.52810668945312,34.69220733642578,23.09898567199707
2017-08-31,38.16600799560547,68.120849609375,49.02999877929688,71.58296203613281,104.0672836303711,51.753173828125,72.484130859375,97.4647445678711,34.472747802734375,22.68634033203125
2017-09-30,35.86672592163086,67.86575317382812,48.067501068115234,75.22158813476562,102.2118911743164,55.583984375,71.47073364257812,103.4541473388672,34.33510971069336,22.70668601989746
2017-10-31,39.33890914916992,75.78296661376953,55.26399993896485,79.70142364501953,109.60202026367188,56.51287460327149,68.333984375,113.32588958740234,35.0750617980957,25.37139129638672
2017-11-30,40.13661956787109,77.0700454711914,58.837501525878906,82.798828125,110.20993041992188,56.99482345581055,71.22277069091797,117.7905044555664,35.20111083984375,28.25404930114746
2017-12-31,39.52470397949219,78.32447814941406,58.4734992980957,84.71592712402344,110.51839447021484,57.23430633544922,72.7186050415039,131.50144958496094,35.28571319580078,28.84697723388672
2018-01-31,39.10429000854492,86.99568176269531,72.54450225830078,92.10902404785156,109.3081512451172,59.73885726928711,68.85491943359375,136.47134399414062,36.60086441040039,31.140125274658203
2018-02-28,41.770633697509766,86.26359558105469,75.62249755859375,91.97362518310548,103.39282989501952,52.35837936401367,62.61857604980469,129.6385498046875,33.23994064331055,26.293832778930664
2018-03-31,39.3458251953125,83.96371459960938,72.36699676513672,87.57006072998047,102.01563262939452,51.57720565795898,63.22465133666992,123.56031036376952,33.6962890625,26.144981384277344
2018-04-30,38.75485610961914,86.03361511230469,78.30650329589844,87.06171417236328,100.69415283203124,53.74787902832031,58.22394943237305,121.63776397705078,33.52560806274414,25.99510955810547
2018-05-31,43.99156188964844,91.32186126708984,81.48100280761719,85.64509582519531,95.93145751953124,56.729713439941406,58.8919792175293,127.9994125366211,33.362674713134766,24.40825080871582
2018-06-30,43.577239990234375,91.10933685302734,84.98999786376953,83.39612579345703,97.31085968017578,57.77020263671875,62.82778930664063,114.31562042236328,34.333011627197266,25.327917098999023
2018-07-31,44.796669006347656,98.01114654541016,88.87200164794922,92.49981689453124,106.2768096923828,56.918270111083984,65.68832397460938,121.90885162353516,36.50132751464844,26.38657569885254
2018-08-31,53.77492904663086,104.18517303466795,100.635498046875,92.20207977294922,108.7369613647461,56.55997467041016,67.36949157714844,117.71238708496094,34.88877487182617,28.51181030273437
2018-09-30,53.32842254638672,106.07723236083984,100.1500015258789,90.80188751220705,111.5464096069336,59.98164749145508,67.596923828125,129.2759552001953,36.46444320678711,27.931812286376957
2018-10-31,51.70310974121094,99.06539916992188,79.90049743652344,88.34229278564453,113.01570892333984,56.21428680419922,72.65965270996094,103.50651550292967,37.79861831665039,29.826459884643555
2018-11-30,42.33463287353516,103.29387664794922,84.50849914550781,90.1007308959961,119.3494644165039,56.6558723449707,77.43644714355469,115.74954986572266,40.102630615234375,29.044204711914062
2018-12-31,37.39424133300781,94.6123046875,75.09850311279297,79.10452270507812,104.84716796875,48.59577178955078,75.31433868408203,108.41226196289062,37.67578506469727,27.856956481933597
2019-01-31,39.45669174194336,97.27640533447266,85.9365005493164,84.5503921508789,108.1213607788086,52.22317123413086,79.66752624511719,114.33893585205078,38.29642868041992,28.658428192138672
2019-02-28,41.22342300415039,104.80145263671876,81.99150085449219,85.25291442871094,111.74996185302734,56.946197509765625,81.38521575927734,117.92815399169922,36.07645797729492,29.60343360900879
2019-03-31,45.22315979003906,110.33011627197266,89.0374984741211,82.69598388671875,114.32616424560548,58.22159576416016,85.92729949951172,116.339599609375,37.61139678955078,29.323753356933597
2019-04-30,47.77536010742188,122.17328643798828,96.32599639892578,95.52802276611328,115.47931671142578,57.84690856933594,88.55481719970703,120.43980407714844,39.3771858215332,30.92028045654297
2019-05-31,41.84104919433594,116.12803649902344,88.75350189208984,87.22230529785156,107.99392700195312,51.578861236572266,85.58580017089844,103.49943542480467,39.43337631225586,30.6613712310791
2019-06-30,47.30209732055664,125.78035736083984,94.68150329589844,92.02957153320312,114.68846893310548,55.84977340698242,91.19116973876952,117.73587799072266,41.18914031982422,33.39683532714844
2019-07-31,50.91573333740234,127.94927978515624,93.33899688720705,96.16289520263672,107.22813415527344,54.1953239440918,98.80453491210938,114.62005615234376,42.572357177734375,33.36357879638672
2019-08-31,50.07759475708008,129.8732147216797,88.81449890136719,91.07289123535156,106.48853302001952,50.53043746948242,100.63764190673828,103.59068298339844,44.52179718017578,34.70636749267578
2019-09-30,53.73133087158203,130.9754638671875,86.79550170898438,97.56388092041016,107.3347396850586,52.10212326049805,104.11136627197266,109.9541244506836,44.35841369628906,36.04893493652344
2019-10-31,59.67855453491211,135.06399536132812,88.83300018310547,104.38704681396484,109.54151916503906,49.85895538330078,104.88591766357422,120.89920043945312,44.350284576416016,35.617610931396484
2019-11-30,64.3069076538086,143.0952606201172,90.04000091552734,110.1027603149414,114.8531494140625,50.87843322753906,102.8220672607422,126.97923278808594,43.83604049682617,36.173465728759766
2019-12-31,70.65935516357422,149.0693359375,92.39199829101562,116.48699951171876,121.8534164428711,52.110633850097656,105.2144546508789,129.56739807128906,45.4367790222168,36.25945281982422
2020-01-31,74.47567749023438,160.91360473632812,100.43599700927734,111.3142318725586,124.35950469970705,46.390254974365234,105.60227966308594,116.0486068725586,47.940528869628906,34.93220138549805
2020-02-29,65.93318939208984,153.56179809570312,94.1875,97.64801788330078,113.0550765991211,38.966102600097656,95.95047760009766,109.766845703125,43.90990829467773,32.85440444946289
2020-03-31,61.33360290527344,149.48599243164062,97.48600006103516,75.71485137939453,110.2387924194336,28.76250267028809,93.21336364746094,102.52210998535156,36.64337539672852,34.82014846801758
2020-04-30,70.86322784423828,169.86489868164062,123.6999969482422,81.37061309814453,126.13609313964844,35.20130157470703,100.54850006103516,103.7665023803711,38.001461029052734,37.250396728515625
2020-05-31,76.89326477050781,174.1779327392578,122.11849975585938,82.68769836425781,125.91851806640624,35.11163330078125,98.8850555419922,107.1100616455078,38.65565490722656,38.18685150146485
2020-06-30,88.22628784179688,193.43492126464844,137.9409942626953,79.92605590820312,119.04479217529295,34.532493591308594,101.99867248535156,112.78965759277344,37.33559799194336,36.86942672729492
2020-07-31,102.79524993896484,194.86065673828125,158.23399353027344,82.9185791015625,123.38741302490234,32.493900299072266,112.5571517944336,119.3655242919922,39.47479248046875,39.83056640625
2020-08-31,125.05753326416016,214.8829803466797,172.54800415039062,85.96456146240234,130.72752380371094,31.449831008911133,118.74644470214844,127.83643341064452,41.38835525512695,42.91507339477539
2020-09-30,112.23583221435548,200.40054321289065,157.43649291992188,82.60111236572266,126.86734771728516,27.03237533569336,119.31298828125,133.9807586669922,41.58860778808594,43.24268341064453
2020-10-31,105.5003433227539,192.91165161132807,151.8074951171875,84.90038299560547,116.83760833740234,25.685871124267575,118.34403228759766,141.9390106201172,40.485084533691406,42.884159088134766
2020-11-30,115.57491302490234,204.49801635742188,158.40199279785156,102.08136749267578,124.14498901367188,30.74898147583008,119.87188720703124,156.88758850097656,43.80794143676758,47.22357940673828
2020-12-31,128.81675720214844,212.474609375,162.84649658203125,110.0396957397461,135.04246520996094,33.24083709716797,120.10498809814452,164.50650024414062,46.55868148803711,44.71602249145508
2021-01-31,128.10806274414062,221.58807373046875,160.30999755859375,112.22769927978516,139.97634887695312,36.16009140014648,111.33777618408205,166.12677001953125,40.878936767578125,43.58068084716797
2021-02-28,117.89630889892578,222.5005645751953,154.64649963378906,128.3636474609375,136.81707763671875,44.58990859985352,107.273681640625,196.14659118652344,41.59208679199219,40.30181121826172
2021-03-31,118.76160430908205,225.7464141845703,154.70399475097656,132.77706909179688,141.90255737304688,45.787296295166016,117.6076431274414,210.6749725341797,45.12281036376953,42.31103515625
2021-04-30,127.8133773803711,241.4587860107422,173.37100219726562,134.94529724121094,140.5037841796875,46.943660736083984,116.60342407226562,208.195556640625,46.20998764038086,43.58196258544922
2021-05-31,121.3591766357422,239.61705017089844,161.15350341796875,144.09603881835938,147.04501342773438,48.56777191162109,117.85321807861328,220.0332489013672,47.33143615722656,44.41608047485352
2021-06-30,133.38697814941406,259.9818420410156,172.00799560546875,136.46310424804688,143.12672424316406,52.48681640625,117.92310333251952,198.6304626464844,46.670318603515625,44.10023880004883
2021-07-31,142.05482482910156,273.4272155761719,166.37950134277344,133.9315948486328,149.6079864501953,47.90211868286133,125.08480072021484,189.71299743652344,49.1888427734375,44.57869720458984
2021-08-31,148.09059143066406,290.26788330078125,173.5395050048828,141.1409149169922,151.309814453125,46.05093383789063,125.22547912597656,193.49349975585935,48.56784057617188,46.4847526550293
2021-09-30,138.0150146484375,271.07568359375,164.2519989013672,144.4411163330078,141.14561462402344,49.6829719543457,122.94770050048828,176.15090942382812,45.59735870361328,43.74776077270508
2021-10-31,146.11058044433594,318.86395263671875,168.6215057373047,150.8153533935547,142.35166931152344,54.45531463623047,126.53274536132812,188.2324066162109,48.98652267456055,46.8990592956543
2021-11-30,161.46412658691406,318.4550476074219,175.35350036621094,140.99713134765625,137.1702117919922,51.22381210327149,127.93975067138672,178.39682006835938,45.93344497680664,44.14010620117188
2021-12-31,173.44944763183594,323.9747619628906,166.7169952392578,140.571044921875,150.48875427246094,52.379432678222656,144.75296020507812,190.75128173828125,51.85356140136719,45.59729766845703
2022-01-31,170.72418212890625,299.5648193359375,149.57350158691406,132.70645141601562,151.5619659423828,65.02274322509766,142.74984741210938,186.87423706054688,53.42991638183594,44.05941390991211
2022-02-28,161.49380493164062,288.41748046875,153.56300354003906,126.63377380371094,145.70005798339844,67.8727035522461,138.69287109375,173.9128875732422,54.50709915161133,42.59402847290039
2022-03-31,170.77542114257812,297.60699462890625,162.99749755859375,121.7398681640625,156.90846252441406,71.48185729980469,135.9437713623047,206.5852203369141,54.71255493164063,47.11183166503906
2022-04-30,154.1878662109375,267.8858642578125,124.28150177001952,107.3839340209961,159.76808166503906,73.78411102294922,143.6402130126953,196.13609313964844,57.01577377319336,48.3994026184082
2022-05-31,145.7852325439453,263.0432434082031,120.20950317382812,118.9626235961914,159.96607971191406,83.93934631347656,132.3046417236328,201.0827789306641,55.93035888671875,40.84087753295898
2022-06-30,133.9139862060547,248.49154663085935,106.20999908447266,101.31118774414062,158.16619873046875,74.88088989257812,128.6454315185547,166.53024291992188,55.91668701171875,38.60245513916016
2022-07-31,159.17466735839844,271.6252136230469,134.9499969482422,104.7033233642578,155.50204467773438,84.75251770019531,125.08621215820312,185.9732208251953,57.03661346435547,41.92675018310547
2022-08-31,154.20713806152344,253.5178680419922,126.7699966430664,103.22390747070312,144.7241973876953,84.3929443359375,124.21271514892578,173.271728515625,54.85009002685547,42.26879501342773
2022-09-30,135.55162048339844,225.81674194335935,113.0,94.84654235839844,146.53619384765625,77.08283233642578,113.6860580444336,153.91925048828125,50.1556396484375,41.35996627807617
2022-10-31,150.40150451660156,225.07020568847656,102.44000244140624,115.27371978759766,156.05348205566406,97.8301239013672,122.12877655029295,204.41429138183597,53.58468627929688,45.38753509521485
2022-11-30,145.4341278076172,248.0775146484375,96.54000091552734,126.537353515625,160.69903564453125,99.08936309814452,135.2694091796875,223.2540740966797,57.3549919128418,48.60512924194336
2022-12-31,127.6514892578125,233.18161010742188,84.0,122.80113220214844,159.48025512695312,98.16380310058594,137.44589233398438,226.22874450683597,57.3549919128418,45.385780334472656
2023-01-31,141.75970458984375,240.95046997070312,103.12999725341795,129.11412048339844,147.5361785888672,103.24554443359376,129.9310302734375,239.3865966796875,55.29018020629883,46.05157470703125
2023-02-28,145.0460968017578,243.1233367919922,94.2300033569336,132.2414093017578,139.3588409423828,98.56941223144533,125.53244018554688,227.29820251464844,53.65816116333008,45.49461364746094
2023-03-31,162.25563049316406,281.02178955078125,103.29000091552734,120.2119140625,140.94100952148438,98.3451919555664,135.6892852783203,217.13597106933597,56.35937881469727,47.390960693359375
2023-04-30,166.95896911621094,299.5030822753906,105.4499969482422,128.5282440185547,148.85191345214844,106.1295928955078,143.60040283203125,208.7364044189453,58.28556823730469,48.52228927612305
