delta,eta,modelo,periodo,es_baseline,riqueza_final,log_crecimiento_medio,CAGR,varianza_mensual,max_drawdown,peor_mes,VaR_perdida,CVaR_perdida,turnover_total,n_transacciones,costo_total,peso_max_promedio,Neff_promedio,violaciones_delta,n_meses
0.9,0.01,elegido,validacion,0,2.330695995534,0.0176284777812941,0.235581529540693,0.00233597472045869,0.195866301256252,-0.108609027704993,0.0619798048050425,0.0950419486630267,4.13020041727341,48,0.00599123160118528,0.250021497550569,4.34212965988736,1,48
0.9,0.01,elegido,prueba,0,4.02412400127448,0.0165750862827228,0.220061217045781,0.00300432952727098,0.255412214811656,-0.111409802952955,0.0841258414713167,0.0983679528908532,6.59097057800929,84,0.0369687814743852,0.249638128221038,4.69075591238116,2,84
0.9,0,baseline,validacion,1,2.36663672282496,0.0179472883952425,0.240317581257743,0.00241131035786455,0.195858668039167,-0.108608923545413,0.0668798006331092,0.095041774909379,4.70405748369663,48,0.00673096275161672,0.250024430970116,4.2270635936445,1,48
0.9,0,baseline,prueba,1,3.76510471574069,0.0157830437358431,0.208520065700225,0.00302754566861678,0.267884507181558,-0.114149971027637,0.0847891623006816,0.101238440394174,7.59879282137679,84,0.042649980660588,0.249899184629479,4.62632469546218,2,84
