delta,eta,modelo,periodo,riqueza_final,CAGR,varianza_mensual,max_drawdown,CVaR_perdida,sharpe,sortino,calmar,turnover_total,n_transacciones,Neff_promedio,n_meses
0.9,0.01,elegido,validacion,2.330695995534,0.235581529540693,0.00233597472045869,0.195866301256252,0.0950419486630267,1.35560677873806,1.5082549017066,1.20276703051885,4.13020041727341,48,4.34212965988736,48
0.9,0.01,elegido,prueba,4.02412400127448,0.220061217045781,0.00300432952727098,0.255412214811656,0.0983679528908532,1.14918634323863,1.20908099219842,0.861592376104864,6.59097057800929,84,4.69075591238116,84
0.9,0,baseline,validacion,2.36663672282496,0.240317581257743,0.00241131035786455,0.195858668039167,0.095041774909379,1.35974986834807,1.45809196212445,1.22699487167801,4.70405748369663,48,4.2270635936445,48
0.9,0,baseline,prueba,3.76510471574069,0.208520065700225,0.00302754566861678,0.267884507181558,0.101238440394174,1.09491525134564,1.13520469272295,0.778395390961903,7.59879282137679,84,4.62632469546218,84
