delta;eta;es_baseline;riqueza_final;log_crecimiento_medio;CAGR;varianza_mensual;max_drawdown;peor_mes;percentil5_mensual;VaR_perdida;CVaR_perdida;turnover_total;costo_total;costo_medio;peso_max_promedio;peso_max_pico;Neff_promedio;violaciones_delta;min_factor_crecimiento;fraccion_factible;fallos_solver;n_meses;CAGR_diff_vs_baseline;MDD_diff_vs_baseline
0.8;0;1;8.63146609897574;0.0163288967778268;0.216462140788632;0.00296531369254021;0.263936216143433;-0.121320670052368;-0.0804775180402573;0.0804775180402572;0.100130008591157;13.4560494876053;0.0578325278202692;0.000438125210759615;0.250025353730878;0.250249999422431;4.24064490157466;0;0.878679329947632;1;0;132;0;0
0.8;0.01;0;8.62370538657908;0.0163220822086705;0.216362668871223;0.00286233218687834;0.270362160193943;-0.111072923359303;-0.0804774214841224;0.0804774214841223;0.0971487164343942;12.059179383305;0.0505749005709217;0.000383143186143346;0.250022818416896;0.250249999542061;4.3694726830541;0;0.888927076640697;1;0;132;-9.94719174089997e-05;0.00642594405051089
0.8;0.02;0;8.78421297571349;0.0164617888662293;0.218403586726249;0.00277773414223447;0.269286907909162;-0.110552754252639;-0.0830826759144517;0.0830826759144516;0.0962136819823816;11.3408769242471;0.0452152440381091;0.000342539727561433;0.249904358739811;0.250249999430729;4.43178362728026;0;0.889447245747361;1;0;132;0.00194144593761636;0.00535069176572933
0.8;0.03;0;8.06778949205825;0.0158172691518062;0.209016512863291;0.00266328610719221;0.276417950638458;-0.111018452467052;-0.0817365433066043;0.0817365433066042;0.0950921474363145;10.9705483024221;0.0426789110561646;0.000323325083758823;0.249625498502671;0.250249998673836;4.54232135603529;0;0.888981547532948;1;0;132;-0.00744562792534165;0.0124817344950257
0.8;0.04;0;7.34624434015623;0.0151074940038225;0.198762683837496;0.00258468920085497;0.279050779897119;-0.111074759323579;-0.0809034776379549;0.0809034776379547;0.0947969441205263;11.2374589459093;0.0384937224684235;0.000291619109609269;0.249310962064684;0.250249991726499;4.61164610725983;0;0.888925240676421;1;0;132;-0.0176994569511364;0.0151145637536861
0.8;0.05;0;7.04219714333218;0.0147872743613788;0.194165114590708;0.00241641238485526;0.281037321595866;-0.108802910282046;-0.079144796969858;0.0791447969698578;0.0916084264211278;11.6108557639173;0.0368584878219146;0.000279230968347838;0.24872327355407;0.250249998745599;4.81120699327285;0;0.891197089717954;1;0;132;-0.0222970261979247;0.0171011054524332
0.8;0.1;0;5.80964597952269;0.0133296942125062;0.173459625536531;0.00183862636944536;0.239939247569411;-0.103629459363396;-0.0629972056059256;0.0629972056059256;0.0784840086950158;10.5869447933085;0.0286963090617156;0.000217396280770572;0.248211375689408;0.276036940262607;5.77735998291434;0;0.896370540636604;1;0;132;-0.043002515252101;-0.0239969685740219
0.8;0.15;0;3.49022198696906;0.00946943439979481;0.120341122727387;0.00133579424099328;0.220852665586023;-0.0962156813231819;-0.0607785270982843;0.0607785270982843;0.0732768536335101;8.63991187509276;0.0181333536834212;0.00013737389154107;0.240289805271678;0.314000804728512;6.62784530603305;0;0.903784318676818;1;0;132;-0.096121018061246;-0.0430835505574094
0.8;0.3;0;1.26144176004403;0.00175951000611321;0.0213386002231171;1.30580148282512e-05;0.0191392462195036;-0.0191392462195037;5.1392490161728e-06;-5.13924901617282e-06;0.00523791216387144;0.796699768348209;0.000850269696997849;6.44143709846855e-06;0.3121652964118;0.493218078150734;5.37092570951748;0;0.980860753780496;1;0;132;-0.195123540565515;-0.244796969923929
0.8;0.5;0;1.24464945033014;0.00165798427476994;0.0200950521096799;2.61719734643416e-06;0;2.04710463913571e-06;1.65514727203053e-05;-1.65514727203053e-05;-9.07201103946978e-06;0.00351318899981522;3.74038112475144e-06;2.83362206420564e-08;0.355317515076965;0.589982340846404;4.57708972444884;0;1.00000204710464;1;0;132;-0.196367088678953;-0.263936216143433
0.8;1;0;1.24460841885938;0.00165773452605623;0.0200919949051357;2.61782091018655e-06;0;3.14043161697697e-07;1.65098776857553e-05;-1.65098776857553e-05;-8.4276436455826e-06;0.00312710951287183;3.29581838287536e-06;2.49683210823891e-08;0.352202306064238;0.574376908568652;4.63313124198708;0;1.00000031404316;1;0;132;-0.196370145883497;-0.263936216143433
0.9;0;1;8.91063508555337;0.0165700417938065;0.219987364257661;0.00278416985319946;0.267884507181558;-0.114149971027637;-0.0798529789799855;0.0798529789799853;0.0969395832460856;12.3028503050734;0.0493809434122047;0.000374098056153066;0.249944728753347;0.250249999583593;4.48113884025575;3;0.885850028972363;1;0;132;0;0
0.9;0.01;0;9.37900969530268;0.0169581377367487;0.225682280766615;0.00274172868520732;0.255412214811656;-0.111409802952955;-0.0795383414326525;0.0795383414326523;0.0952994248603939;10.7211709952827;0.0429600130755704;0.000325454644511897;0.249777535249958;0.250249999960552;4.56398272965614;3;0.888590197047045;1;0;132;0.00569491650895415;-0.0124722923699017
0.9;0.02;0;8.71867275025389;0.0164050531727004;0.217574345373887;0.00268036988319955;0.267968123274043;-0.110552790173312;-0.080432258567094;0.0804322585670938;0.0954891952530067;11.0176797007562;0.0417125341218962;0.000316004046378001;0.249796518233975;0.250249999133408;4.59235997809544;3;0.889447209826688;1;0;132;-0.00241301888377432;8.36160924849727e-05
0.9;0.03;0;7.9556737633484;0.0157112526897079;0.207479382997285;0.00261741385770003;0.27528850057713;-0.111013893870198;-0.081242376757219;0.0812423767572188;0.094562992369272;10.67778513477;0.0388808708261349;0.000294552051713143;0.249515269931855;0.25024999821833;4.65366510543782;3;0.888986106129802;1;0;132;-0.0125079812603768;0.00740399339557185
0.9;0.04;0;7.27881410408302;0.0150376359935493;0.197758186818708;0.00255857019712762;0.274986856466287;-0.111012287249196;-0.0780621932420094;0.0780621932420092;0.093980882176389;11.4630964312486;0.0383992203176749;0.00029090318422481;0.249310557863078;0.25024999614413;4.70813454857827;3;0.888987712750804;1;0;132;-0.0222291774389534;0.00710234928472908
0.9;0.05;0;7.24105386305667;0.014998233007578;0.197191977702849;0.00243731187727942;0.273931796358813;-0.108803551196487;-0.0770962716530108;0.0770962716530107;0.0914445440769201;11.2228316337132;0.0359145663811994;0.00027208004834242;0.24872467932536;0.250249994323177;4.86629702520996;2;0.891196448803513;1;0;132;-0.0227953865548127;0.00604728917725528
0.9;0.1;0;5.80746696933876;0.013326852258025;0.173419607192821;0.0018386095951506;0.239920242855025;-0.10362689437513;-0.0629892733497165;0.0629892733497165;0.0784900457450338;10.5885876674584;0.0286859662639931;0.000217317926242372;0.248213082529667;0.276348311422293;5.77788360413837;1;0.89637310562487;1;0;132;-0.0465677570648406;-0.0279642643265328
0.9;0.15;0;3.48846932485793;0.00946562917530444;0.120289966101637;0.00133580073613086;0.220858023825683;-0.0962105832119078;-0.0607793234065862;0.0607793234065861;0.07327704795099;8.63566975208184;0.0181178629576873;0.000137256537558237;0.24111151435261;0.294443303617966;6.60130627391275;0;0.903789416788092;1;0;132;-0.0996973981560245;-0.0470264833558746
0.9;0.3;0;1.26098066135106;0.00175674030986748;0.0213046552149843;1.30016738366761e-05;0.0190772281705367;-0.0190772281705366;3.88545434839571e-06;-3.88545434839573e-06;0.00521136994218833;0.788640542714245;0.000841518519062025;6.37514029592443e-06;0.309953860439004;0.493432612221702;5.39403369988817;0;0.980922771829463;1;0;132;-0.198682709042677;-0.248807279011021
0.9;0.5;0;1.24464005645971;0.00165792709726216;0.0200943521920067;2.61746820495027e-06;0;2.22774037861306e-06;1.66638929360197e-05;-1.66638929360197e-05;-8.98774557524438e-06;0.00195902626315791;2.06969537942282e-06;1.56795104501729e-08;0.349792050254012;0.530394092141779;4.67505242907408;0;1.00000222774038;1;0;132;-0.199893012065655;-0.267884507181558
0.9;1;0;1.24460617289585;0.00165772085517767;0.020091827558504;2.61780411727526e-06;0;7.25382829580568e-07;1.65444867469056e-05;-1.65444867469056e-05;-8.47391361943498e-06;0.00130820288829354;1.38949000846379e-06;1.0526439458059e-08;0.335016247747278;0.609855058533496;4.94015771308487;0;1.00000072538283;1;0;132;-0.199895536699157;-0.267884507181558
